Nom,Type de bière,Type de bière précision,Degré d'alcool,Brasserie,Pays,Prix,Amertume,Acidité,Vivacité,Puissance,Rondeur,Fruité,Visuel,Odeur,Goût,Description,Url
FOG YOU,BLONDE,PALE ALE,5.8,MONT HARDI,FRANCE,3.3,6,2,4,4,6,6,Robe orangée surmontée d'une fine mousse blanche,"Arômes puissants de fruits tropicaux, notes d'agrumes","Saveurs fruitées et végétales, notes de malt caramélisé, amertume équilibrée","Inspirée des bières américaines, la Fog You est une American Pale Ale qui a du caractère ! Son étiquette est la pour vous le prouver.
Arborant une robe orangée surmontée d'une mousse blanche, cette American Pale Ale offre des arômes intenses de fruits exotiques, de mangue et d'ananas. En bouche, on retrouve un mariage parfait entre puissance et intensité avec des saveurs fruitées et végétales, qui s'accompagnent d'une belle amertume.
Ne prenez pas peur si vous apercevez quelque chose ou quelqu'un dans le brouillard. Qui sait, cela pourrait être une délicieuse American Pale Ale !",https://vandb.fr/2716387/fog-you.html
BLEU MÉTAL SPIRIT,BLONDE,LAGER,6.5,ROUGET DE LISLE,FRANCE,2.95,6,2,4,6,6,6,"Robe blonde, reflets orangés, belle mousse persistante","Arômes de levures, de céréales, de fruits exotiques, notes florales","Saveurs gourmandes et céréalières, de fruits tropicaux, de miel, belle amertume","La Bleu Métal Spirit ou autrement appelée ""breuvage des seigneurs"" est une bière uniquement destinée aux bons vivants et aux adorateurs de moments conviviaux ! Née d'une collaboration entre Jason Chicandier et la brasserie Le Rouget de Lisle, La bière Bleu Métal Spirit est une Läger avec du caractère et un profil très aromatique.
Arborant une robe blonde aux reflets orangés et surmontée d'une belle mousse persistante, cette bière de fermentation basse offre au nez des arômes de levures, de céréales, de fruits exotiques et qui s'accompagnent de notes florales. En bouche, les saveurs sont gourmandes et céréalières avec des touches de fruits tropicaux, de miel. Sa finale se veut longue et accompagnée d'une belle amertume.
Une bière à l'image de ses créateurs ! Avec du caractère ! Santé à toi le bon vivant !",https://vandb.fr/bleu-metal-spirit.html
MILKSHAKE PASSION IPA,BLONDE,IPA,5.7,LA DÉBAUCHE,FRANCE,3.6,6,8,8,6,4,8,"Robe blonde, reflets orangés, trouble, fine mousse blanche","Arômes intenses de fruits tropicaux, fruits de la passion","Saveurs fruitées intenses, fruits tropicaux, fruits de la passion, acidulée, finale sèche et amère","Brassée par la brasserie angoumoise La Débauche, la Milkshake Passion IPA est une bière douce, gourmande et rafraichissante !
Brassée avec des houblons et des fruits de la passion, cette Milkshake IPA dévoile une robe blonde trouble aux reflets orangés et coiffée d'une fine mousse blanche. Au nez, les arômes intenses de fruits tropicaux et de fruits de la passion dominent. La bouche, onctueuse grâce à l'ajout de lactose, révèle des saveurs fruitées de fruits tropicaux et de fruits de la passion. Légèrement acidulée dès l'attaque, sa finale se veut sèche et amère.
Si avec ça vous n'avez pas envie d'un bain de soleil et d'une bonne Milkshake Passion IPA !",https://vandb.fr/milkshake-passion-ipa.html
COSMO,BLONDE,SESSION IPA,4.9,DISTRIKT,FRANCE,3.7,6,4,6,4,4,6,"Robe blonde dorée, limpide, fine mousse blanche","Arômes houblonnés, herbacés, de fruits exotiques et d'agrumes","Bouche fraîche et légèrement acidulées, saveurs d'agrumes, d'herbes, de fruits exotiques, finale sèche et légèrement amère","Brassée par la brasserie Distrikt située à Maule, près de Paris, la bière Cosmo est une Session IPA surprenante et qui nous fait voyager dans un nouvel univers grâce à un Dry Hopping généreux !
La craftbeer Cosmo arbore une robe blonde dorée et limpide surmontée d'une fine mousse blanche. Brassée avec des houblons américains, elle apporte des arômes herbacées, de fruits exotiques et d'agrumes. Fraîche et légèrement acidulées en bouche, cette Session IPA dévoile des saveurs d'agrumes, d'herbes, de fruits exotiques avant d'amener vers une finale sèche et légèrement amère.
Préparez-vous à voler en orbite !",https://vandb.fr/cosmo.html
PAULANER SANS ALCOOL CITRON,BLONDE,WEISSBIER,0.5,PAULANER,ALLEMAGNE,1.65,4,6,6,2,2,4,"Robe blonde, fine mousse blanche","Arômes de citron, orange, citron vert, fruits","Fraîche, acidulée, saveurs d'agrumes, fruits, houblon, légère amertume","La célèbre brasserie allemande Paulaner s'est orientée, il y a quelques années, dans la bière sans alcool. Cette Paulaner est une ré-interprétation citronnée de la célèbre Weissbier qui est l'une des bières les plus consommées en Allemagne. Cette version sans alcool est un délice sans nom. Brassée dans les pures traditions allemandes, elle présente un équilibre parfait.
À la dégustation, la Paulaner Citron sans alcool possède une belle robe blonde légèrement trouble comme sa grande sœur la Paulaner Weissbier. Surmontée d'une fine mousse blanche aérienne, elle offre au nez une palette aromatique riche, composée de délicats arômes d'agrumes dont le citron jaune, le citron vert et l'orange. Le tout est accompagné par de légères notes herbacées de houblon.
Cette Paulaner se révèle fraîche et acidulée en bouche. On y retrouve l'ensemble des saveurs précédemment ressenties.",https://vandb.fr/2685892/paulaner-sans-alcool-citron.html
ALKOHOLFREI PILSNER,BLONDE,LAGER,0.5,PFUNGSTÄDTER,ALLEMAGNE,1.8,6,4,4,2,4,4,"Robe blonde, mousse fine","Arômes maltés, herbacés, notes épicées","Acidulée, saveur de malt, d'herbes, d'épices, amère","La brasserie Pfungstädter a vu le jour en 1831 dans une petite auberge de Rhénanie. Rapidement, le fondateur Justus Hildebrand se fit une bonne clientèle, ce qui lui donna la possibilité d'investir dans une vraie brasserie où il put s'adonner pleinement à sa passion. Depuis bientôt 200 ans, la brasserie excelle dans la bière en proposant des nouveautés régulièrement.
La Alkoholfrei Pilsner fait partie des dernières créations de la brasserie. Cette bière sans alcool est obtenue à partir d'un processus complexe visant à éliminer l'alcool présent dans la bière tout en gardant sa palette aromatique. Comme toute bière allemande qui se respecte, elle est produite selon la loi de pureté de 1516.
Cette bière sans alcool possède une robe blonde surplombée d'une fine mousse blanche. Elle révèle au nez de délicieux arômes de malt, d'herbes et d'épices qui se poursuivent en bouche. Légèrement acidulée, elle offre une finale légèrement amère.
Une création exceptionnelle qui possède le goût de la bière... sans alcool.",https://vandb.fr/2685877/alkoholfrei-pilsner.html
PAULANER HEFE-WEISSBIER SANS ALCOOL,BLANCHE,WEISSBIER,0.5,PAULANER,ALLEMAGNE,1.65,4,4,6,2,2,4,"Jaune, trouble, mousse abondante","Fruits, céréales","Fruits, malt","La Paulaner Hefe Weissbier a été brassée avec au minimum 50 % de blé. Cette version non alcoolisée réaffirme les saveurs et arômes de la Hefe Weissbier classique.
Sa belle robe jaune orange, est accompagnée d'une mousse crémeuse dégageant des arômes fruités et maltés avec des notes céréalières de blé et de levure.
En bouche, on retrouve des saveurs fruitées. Le houblon vient sublimer cette Paulaner en prenant part à la finale, en offrant une légère amertume fumée.
Une bière de la gamme Paulaner, mais cette fois sans alcool, à découvrir sans plus attendre lors de votre prochain apéritif !",https://vandb.fr/2685887/paulaner-hefe-weissbier-sans-alcool.html
PERLE RARE,BRUNE,DARK ALE,5.5,THE PIGGY BREWING COMPANY,FRANCE,3.5,4,2,4,6,6,2,"Robe brune, mousse dense","Arômes de malt torréfié, de caramel","Saveurs légères et torréfiés, notes houblonnées et de pralin","""Bière en vue"" cria le jeune mousse du haut de son nid-de-pie ! ""Ça y est, Piggy Brewing, la brasserie de Liverdun est en vue ""! Une intense excitation parcourt votre corps, vous avez enfin trouvé le trésor d'une vie !
Cette Brown Ale brassée avec du malt torréfié réinvente le genre. Arborant une robe brune surmontée d'une dense mousse, elle révèle au nez des arômes de malt, de grillé et de houblons. Les saveurs en bouche sont légères mais n'en reste pas moins gourmandes ! Les notes de noisette, de torréfié et de pralin envahissent la bouche et offre une belle complexité !",https://vandb.fr/perle-rare.html
RAGE AGAINST CHRISTMAS,AMBRÉE,TRIPLE,7.0,SAINTE CRUCIENNE,FRANCE,3.9,4,2,4,8,8,6,"Robe ambrée, reflets dorés, dense mousse","Arômes de malt, d'épices, de caramel, notes vanillées","Saveurs rondes et gourmandes, sucrées, de caramel, boisées et vanillées","Brassée par la brasserie Ste Cru à Colmar, la Rage against Christmas est un vrai délice de Noël ! Cette Triple assez sèche et légèrement ambrée a été infusée avec des copeaux de chêne torréfiés style High Spice. Ces derniers ont été auparavant extraits par teinture avec le whisky produit de la distillerie !
Avec sa robe ambrée aux reflets dorés et surmontée d'une dense mousse beige, la Rage Against Christmas est une bière d'hiver sèche et chaleureuse ! Au nez, les arômes se concentrent sur le malt, les épices, le caramel. Des notes vanillées sont perceptibles. La bouche est ronde et gourmande et les saveurs de sucre, de caramel ainsi que les touches boisées et vanillées se mêlent à une légère amertume !
Prêt pour les fêtes de fin d'années ? Venez apprécier la Rage Against Christmas devant la cheminée !",https://vandb.fr/rage-against-christmas.html
BORNEM RED,AMBRÉE,AMBER ALE,7.0,VAN STEENBERGE,BELGIQUE,2.1,4,2,4,8,8,6,"Robe rousse, reflets cuivrés, mousse généreuse","Arômes de caramel, fruits rouges, pommes, épices, houblons","Ronde, douce, sucrée, Saveurs caramel, fruits, épices","Créée en 1874, la brasserie Van Steenberge est aujourd'hui l'une des plus influentes de Belgique. Avec ses marques iconiques telles que la Gulden Draak ou encore Piraat, elle met en avant le savoir-faire ancestral au cœur de ses créations.
La Bornem Red fait partie des dernières créations de la brasserie. La petite soeur des Bornem Brune et Triple est une rousse douce, fruitée et rafraîchissante.
À la dégustation, la Bornem Red possède une belle robe rousse aux reflets cuivrés. Sa mousse blanche et crémeuse dégage d'agréables arômes de malt caramélisés accompagnés de notes de fruits rouges, de pommes caramélisées, d'épices et de houblons. En bouche, elle se révèle ronde et douce. On y perçoit des notes sucrées, caramélisées et fruitées.
Une bière illustrant parfaitement le savoir-faire belge.",https://vandb.fr/bornem-red.html
KROMBACHER WEIZEN ALKOHOLFREI,BLANCHE,WEISSBIER,0.0,KROMBACHER,ALLEMAGNE,1.55,2,4,4,0,2,4,"Robe jaune pâle, trouble, mousse blanche","Arômes de fruits, blanc, de malt, de bananes, d'épices","Douce, légère, saveurs de fruits, de céréales, d'épices, légère acidité","Depuis sa création en 1803, la brasserie Krombacher développe son savoir-faire pour concevoir des bières de grande qualité. Brassées avec les meilleurs ingrédients de la région, les bières Krombacher présentent une finesse incroyable qui les rend particulièrement faciles à boire.
Toujours à la pointe de la technologie, la brasserie a investi dans des infrastructures lui permettant de créer des bières sans alcool selon ses recettes traditionnelles. Ce procédé permet de conserver le goût iconique des bières Krombacher.
La Krombacher Weizen Alkoholfrei possède une robe jaune pâle et une fine mousse blanche. Elle dévoile au nez des arômes de banane, de céréales et d'épices. Un véritable délice dont la douceur et l'onctuosité vous séduiront à coup sûr.",https://vandb.fr/krombacher-weizen-alkoholfrei.html
JUNGLE JOY,AMBRÉE,DOUBLE,5.9,BRUSSEL BEER PROJECT,BELGIQUE,3.55,4,2,6,6,4,8,"Robe jaune, reflets orangés, fine mousse blanche","Arômes de fruits de la passion, de citron, de mangue, notes d’abricot et de malt","Saveurs de fruits de la passion, de mangue, notes maltées et houblonnées","La Jungle Joy est plus qu'un hymne à la joie, c'est une philosophie de vie qui dicte la vie dans la jungle et promet à chacun de vivre heureux ! A la manière d'un délicat nectar fruité, elle coule dans les veines de chacun.
Avec sa robe jaune aux reflets orangés et surmontée d'une fine mousse blanche, elle offre au nez des arômes puissants de fruits de la passion, de citron, de mangue. Des notes d’abricot et de malt sont perceptibles et se retrouvent en bouche pour accompagner les saveurs intenses et fruitées. Des touches houblonnées viennent équilibrer la bière ! Généreuse et gourmande, elle n'est pas sucrée ce qui en fait une véritable fruit beer moderne !
Alors ? Prêt(e) pour passer la nuit dans la Jungle ?",https://vandb.fr/jungle-joy.html
BONSECOURS DE NOËL,BLONDE,STRONG ALE,9.0,CAULIER,BELGIQUE,2.95,4,2,4,8,6,4,"Robe dorée, mousse beige","Arômes de levures, épices et céréales","Saveurs d'herbe, de fruits, de levures et d'épices","La Bon Secours Blonde de Noël, se veut très rare, c’est l’une des seules blondes élaborées pour les fêtes de Noël.
La brasserie Caulier sélectionne drastiquement ses différents malts, ses houblons, ses épices, créant une bière aux arômes exceptionnels. Une bière à déguster pour attendre l’hiver suivant.
A la dégustation, le bière Bonsecours de Noël dévoile une robe dorée surmontée d'une mousse légèrement beige. Elle offre au nez des arômes de levures, d'épices et de céréales. En bouche, elle révèle des saveurs agréables d'herbe, de fruits et levures et d'épices.
Un petit délice qui saura vous accompagner lors des longues nuits d'hiver.",https://vandb.fr/2614435/bonsecours-de-noel.html
ALMA,BLONDE,SESSION IPA,4.5,LA DÉBAUCHE,FRANCE,3.6,6,4,6,4,4,6,"Robe jaune orangée, limpide, fine mousse blanche","Arômes de fruits tropicaux, céréales","Fraîche, notes fruitées, fruits tropicaux, notes végétales, finale légèrement amère","Considérée par la brasserie d'Angoulême La Débauche comme la petite sœur de leur IPA, la Session IPA Alma n'a pourtant pas à rougir de son tempérament et de son houblonnage.
Dévoilant, une fois versée dans un verre une robe jaune orangée, limpide et surmontée d'une fine mousse blanche, Alma est une Session IPA aux arômes de fruits tropicaux et de céréales. Sa bouche est fraîche et se caractérise par des saveurs fruitées, de fruits tropicaux et de notes végétales. Sa finale est légèrement amère.
Alma pourrait signifier alliance parfaite entre légèreté et aromatique intense tant elle se veut complexe et incroyable !",https://vandb.fr/alma.html
