Nom,Type de rhum,Type de rhum précision,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Fruité,Floral/Végétal,Vivacité,Sucrosité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
SAINT JAMES VSOP 43%,AMBRÉ,RHUM - TRADITION FRANÇAISE,43.0,SAINT JAMES,FRANCE,34.9,10,0,6,0,4,2,6,Acajou,"Cacao, épices, boisé, vanille, fruits confits","Torréfiée, vanille, cannelle, fruits confits",4,"Dans les catégories de mention d'âge, VSOP équivaut à un vieillissement en fûts de chêne de 4 ans. Un âge plutôt avancé pour un rhum agricole !
On reconnait ici la pâte Saint James, entre les notes fraîches et végétales du pur jus de canne, et les notes épicées, boisées et vanillées typiques d'un affinage en fûts de chêne neufs et ayant contenus du Bourbon. Se mêlent également des notes de fruits confits, de cacao et torréfié.
Un rhum fin et élégant.
Fondée en 1765, l'habitation du ""Trou Vaillant"" deviendra ""Saint James"" en 1885. C'est cette année là que le premier millésime de la distillerie sera commercialisé. Partiellement détruite en 1902 par l’éruption du Mont Pelé, l'habitation Saint James sera rapidement reconstruite et développera sa notoriété jusqu'en 1996, année durant laquelle la Martinique obtient son Appellation d'Origine Contrôlée. Après avoir fêté ce 250 ans en 2015, Saint James continue de développer sa gamme de rhums pur jus de canne et étend son image de grand classique des rhums français et du monde.",https://vandb.fr/saint-james-vsop-43-.html
"SAINT JAMES BRUT DE FÛT 2003 BATCH N°2 56,4%",AMBRÉ,RHUM - TRADITION FRANÇAISE,56.4,SAINT JAMES,FRANCE,95.0,8,0,8,0,4,0,4,Ambre profond,"Fruits du verger bien mûrs, bois de Santal, cuir, fruits secs","Café, agrumes, fruits à coques, bois précieux",16,"Après la cuvée Confrérie 2003 qui rencontra un immense succès, le millésime 2003 est de retour en cette fin d'année avec un nouvel embouteillage.
Toujours aussi puissant, ce Brut de Fût offre des arômes élégants de cuir, de bois nobles, de fruits à coque. Des fruits comme la pomme, le pruneau ou la cerise à l'eau de vie viennent compléter cette dégustation intense qui ravira les amateurs ! Une référence qu'il vous faut absolument !
Fondée en 1765, l'habitation du ""Trou Vaillant"" deviendra ""Saint James"" en 1885. C'est cette année là que le premier millésime de la distillerie sera commercialisé. Partiellement détruite en 1902 par l’éruption du Mont Pelé, l'habitation Saint James sera rapidement reconstruite et développera sa notoriété jusqu'en 1996, année durant laquelle la Martinique obtient son Appellation d'Origine Contrôlée. Après avoir fêté ce 250 ans en 2015, Saint James continue de développer sa gamme de rhums pur jus de canne et étend son image de grand classique des rhums français et du monde.",https://vandb.fr/saint-james-brut-de-fut-2003-batch-n-2-56-4-.html
SAINT JAMES FLEUR DE CANNE 50%,BLANC,RHUM - TRADITION FRANÇAISE,50.0,SAINT JAMES,MARTINIQUE,24.9,0,0,6,8,8,4,0,Cristallin,"Végétal, Agrumes, Fruits","Minéral, Frais, Foin",0,"Une fois encore, la distillerie de 1885 prouve son incroyable savoir-faire développé au cours de près de 2 décennies. Saint James est une icône des rhums agricoles sous AOC, obtenue en 1996.
Ce qui est sûr c'est que cet embouteillage porte bien son nom. Produit à partir de canne à sucre récoltée à la saison sèche, cette pratique développent les arômes floraux et fruités. Parfaitement équilibré grâce à une belle rondeur, ce rhum blanc Saint James est une très belle réussite. Abordable et très aromatique.
Ce bouquet d'une belle fraicheur sera parfait pour enjoliver vos cocktails, comme le célèbre Ti Punch.",https://vandb.fr/saint-james-fleur-de-canne-50-.html
PEAKY BLINDERS SPICED 40%,AMBRÉ,SPICED,40.0,SADLER'S,ROYAUME-UNI,29.9,8,0,10,0,0,8,8,Sombre,"Vanille, agrumes rôtis","Vanille, girofle, raisin sec",0,"Ce Spiced Rum nous vient directement de la famille Sadler, installé au Royaume-Uni depuis le XXème siècle.
Produisant certains des plus beaux spiritueux du pays, la brasserie distillerie nous prouve une fois encore son savoir-faire avec ce Spiced à l'effigie du célèbre gang britannique du 19ème siècle.
Ce Spiced Rum est un assemblage de rhums des Caraïbes, dans lequel ont macéré des épices dont la vanille, la noix de muscade et des raisins secs... Par la suite, un finish en Pedro Ximenez est effectué pour intensifier les notes fruitées et épicées.
Un Spiced intense et rond, avec une vraie touche fruitée.",https://vandb.fr/peaky-blinders-spiced-40-.html
CLÉMENT VSOP 40%,AMBRÉ,RHUM - TRADITION FRANÇAISE,40.0,LE SIMON,FRANCE,34.9,8,0,4,0,6,2,6,Cuivre profond,"Café, cacao, vanille","Vanille, coco, boisé",4,"Le rhum Clément VSOP est un pur jus de canne vieilli 1 an en fûts de chêne neuf du Limousin, et 3 ans en fûts de Bourbon du Kentucky
Ce double vieillissement apporte une véritable complexité aromatique. Au delà de la canne à sucre apportant une fraîcheur marquée, le double vieillissement permet d'enrober ces arômes herbacés avec de délicates notes de fruits secs, de cannelle et de moka. La vanille apporte également une légère douceur.
Ces 4 années de vieillissement, intensifiées par le climat tropical, ont eu un impact particulièrement noble sur le si classique rhum de chez Clément.",https://vandb.fr/clement-vsop-40-.html
EL PASADOR DE ORO XO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,CONFIDENTIEL,FRANCE,44.9,8,0,6,2,4,6,4,Rubis,"Boisé, Toasté, Épicé, Chocolat Noir, Fruits Exotiques, Fruits Secs","Rondeur, Douceur, Canne, Caramel, Vanille, Boisé, Fruits secs",6,"El Passador de Oro est une marque d'embouteillage fondé par ""Les Bienheureux"" dont l'art de la sélection n'est plus à démontrer.
El Passador de Oro suit la pure tradition hispanique avant de profiter d'une touche française bienvenue qui apporte une belle gourmandise. Distillé au Guatemala à partir de miel de canne, les jus âgés d'au moins 8 ans selon la méthode Solera sont ensuite rapatriés en France, pour un vieillissement continental d'une durée de 6 mois dans des fûts de Cognac. Les rhums sont ensuite sublimés dans une magnifique carafe.
Laissez-vous tenter par le mariage sublime des savoir-faire français et guatémaltèque !",https://vandb.fr/el-pasador-de-oro-xo-40-.html
TI CED V AND B POIRE CARAMEL BEURRE SALÉ 32%,AMBRÉ,ARRANGÉS,32.0,NON COMMUNIQUÉE,FRANCE,37.9,2,0,8,6,2,6,6,"Jaune, Reflet Acajou","Fruité, Fruits Blancs, Poires, Fleures Blanches, Pâtisserie, Herbacé","Fruité, Fruits Blancs, Poire, Tarte Caramélisé",0,"Situés à Nantes, les rhums arrangés Ti Ced sont connus et reconnus pour leur parfaite maîtrise de l'assemblage et la macération de fruits, pour créer des rhums arrangés uniques aux arômes explosifs.
Découvrez cette recette exclusive pour V and B, rencontre parfaite entre le fruit frais et croquant de la poire avec la gourmandise et la richesse du caramel au beurre salé. Un bonheur pour les Bretons et pour tous les gourmands !
Les ingrédients finement sélectionnés sont ensuite mis à macérer dans un assemblage de rhum pur jus de canne, apportant une touche pâtissière et végétale bienvenue.
Un délice qui saura vous réchauffer !",https://vandb.fr/ti-ced-v-and-b-poire-caramel-beurre-sale-32-.html
DON PAPA 7 ANS ED. LIMITÉE ETUI EGLUSHA 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,BAGO,PHILIPPINES,45.0,6,0,10,0,0,6,4,Bel or,"Agrume, mangue, épices douces, bois","Mandarine, cassonade, vanille, gingembre, fruits rouges",7,"Le rhum Don Papa est originaire des îles Negros Occidentales des Philippines, un des 10 plus grands pays producteurs de canne à sucre au monde. Don Papa est ainsi fabriqué avec les mélasses des meilleures cannes du pays. Après avoir été distillé dans un alambic en colonne, le rhum va vieillir pendant un minimum de 7 ans en fût d'ex-Bourbon au pied du volcan Kanlaon. Ce vieillissement l'inscrit dans un registre pâtissier et confit avec des notes vanillées et agrumes.
Pour la petite anecdote, Don Papa tire son nom d'un contremaître d'une plantation sucrière, devenu héros de la révolution du pays au 19ème siècle : Dionisio Magbuelas, dit « Papa Isio » !",https://vandb.fr/don-papa-7-ans-ed-limitee-etui-eglusha-40-.html
TI CED DE NOËL LITCHI CLÉMENTINE 32%,AMBRÉ,ARRANGÉS,32.0,NON COMMUNIQUÉE,FRANCE,36.0,0,0,10,0,4,6,0,Jaune doré,"Litchi, clémentine","Litchi, clémentine",0,"Ti Ced nous prouve une fois encore son savoir-faire dans l'assemblage des fruits avec cet arrangé fruité et exotique.
Pour cet embouteillage, le litchi de la Réunion est marié avec la clémentine de Corse. Ajoutez à cela la fleur d'hibiscus pour une touche florale délicate. Le tout est macéré dans une très belle sélection de rhum agricole de la Martinique.
On obtient ainsi la complexité du pur jus de canne, sublimé de notes fruitées explosives, florales, et relevées d'une douceur naturellement sucrée.
Le travail est toujours aussi méticuleux, avec des fruits frais récoltés à maturité directement à l'arbre, et des fruits délicatement épluchés à la main... Laissez-vous tenter par ce voyage direction les îles Françaises !",https://vandb.fr/ti-ced-de-noel-litchi-clementine-32-.html
BARCELO IMPERIAL 38%,AMBRÉ,RON - TRADITION ESPAGNOLE,38.0,BARCELÓ & CO,RÉPUBLIQUE DOMINICAINE,36.9,10,0,8,0,2,6,8,Cuivre Profond,"Toffee, Épices, Crèmes Au Beurre, Cerises Confites, Noisettes Caramélisées","Fruits Exotiques, Fruits Confits, Vanille Intense, Grillé",0,"Trois facteurs ont participé à la reconnaissance de Barcelo comme une marque emblématique des rhums de style hispanique : une sélection particulière de cannes à sucre caribéenne, une eau pure et un vieillissement tropical accentuant les échanges entre le bois et le distillat.
Le tourisme a également eu un impact très important sur les rhums de République Dominicaine, alors qu'il était principalement consommé localement. Avec l'arrivée des touristes étrangers, la finesse et la gourmandise des rhums de l'île a traversé les frontières. Barcelo participe aujourd'hui à promouvoir ce savoir-faire.
Imperial est un assemblage de distillats vieillis jusqu'à 11 ans en fûts de chêne américain apportant rondeur, finesse, et fruité.",https://vandb.fr/barcelo-imperial-38-.html
LA FAVORITE COEUR DE CANNE 50%,BLANC,RHUM - TRADITION FRANÇAISE,50.0,LA FAVORITE,FRANCE,29.0,6,0,8,10,8,4,0,Cristallin,"Canne, Fleur blanche, minéral, poivre, ananas","Canne, végétal, fruits exotiques, poivre, agrumes",0,"La distillerie La Favorite, située dans la région du Lamentin en Martinique est l'une des deux dernières a être encore indépendante. Depuis 3 générations, la distillerie a su maintenir un haut niveau de qualité, en suivant scrupuleusement la méthode artisanale créole.
Ce Coeur de Canne est produit à partir d'une sélection particulière de canne, et a suivi un processus de fermentation plus long que la moyenne, avant d'être distillé en colonne créole. On obtient alors un jus qui laisse la pleine expression à la canne et aux fruits, enrobé d'une sucrosité naturelle et relevé par des notes de noix et d'épices.
Pur ou en Ti-Punch, La Favorite Cœur de Canne saura vous transporter au cœur des champs de cannes à sucre !",https://vandb.fr/la-favorite-coeur-de-canne-50-.html
LONGUETEAU SYMPHONIE BATCH 7 48.7%,AMBRÉ,RHUM - TRADITION FRANÇAISE,48.7,LONGUETEAU,FRANCE,69.0,10,0,4,0,4,0,6,Fauve,"épices, vanille, muscade, cannelle","Épices gourmandes, plus fondues, caramel mou",0,"Qui a dit que la musique et la dégustation n'étaient pas compatibles ?
Au contraire c'est un exercice fort sympathique à faire, voici le principe :
Mettez une musique de votre choix
Fermez les yeux
Dégustez une lampée
Evadez-vous au pays des rêves.
Revenez parmi nous puis réitérez l'expérience avec un autre son.
A vous d'imaginer quelle musique François Longueteau écoutait lors de la création de ce batch 6.
Pour en revenir au rhum, la nouvelle version de cette collection symphonie, le batch 6, est embouteillé à 49,8%. Il sera probablement comme ces prédécesseurs, un succès trop vite disparu.
Peut-être que lors de cette dégustation vous plongerez dans un rythme endiablé au son des tambours caribéen steel pan.
Bonne dégustation !",https://vandb.fr/longueteau-symphonie-batch-7-48-7-.html
"PLANTATION PANAMA 6 ANS SELECT CASK V AND B 45,2%",AMBRÉ,RON - TRADITION ESPAGNOLE,45.2,ALCOHOLES DEL ISTMO S.A.,PANAMA,49.0,8,0,8,4,4,4,2,Doré Foncé,"Raisins, Pêche, Boisé, Vanille, Épices, Balsamique, Écorces D'Orange","Rond, Chocolat noir, Fraise, Noisette, Cerise, Végétal",6,"Les rons sont une catégorie de rhum où il existe assez peu de brut de fût et de single cask. Mais cette pratique commence à arriver ! A travers cet embouteillage, vous pourrez gravir la marche et passer des rons assez souples à des rons en single cask plus structurés et plus secs.
Le triple vieillissement de cette version lui apporte une belle rondeur. En effet, il a vieilli 3 ans et demi en fût de ex-bourbon au Panama puis, de retour en France, 1 an en fût de cognac et enfin 1 an et demi en ex fût de Marsala.",https://vandb.fr/plantation-panama-6-ans-select-cask-v-and-b-45-2-.html
"PLANTATION FIJI 2009 KILCHOMAN FINISH SELECT CASK V AND B 49,6%",AMBRÉ,RUM - TRADITION ANGLAISE,49.6,SOUTH PACIFIC,A DÉTERMINER,65.0,6,8,4,8,8,2,0,Ambré,"Végétal, Tourbé, Floral, Boîte A Cigare, Raisins Secs","Tourbe, Fruits Confits, Boisé, Fumé, Vanille, Tabac",11,"Adepte des expérimentations, Alexandre Gabriel nous propose dans cette version un single cask originaire de Fiji à 49,6% et vieilli 11 ans. Sa particularité réside dans son triple vieillissement, 8 ans et demi aux Iles Fidji en ex-fût de bourbon, puis 2 ans en ex-fût de cognac en France, et enfin pour finir, 6 mois en fût provenant de chez Kilchoman.
Kilchoman est une magnifique ferme-distillerie, située sur Islay en Écosse qui produit de superbes whiskies tourbés. Et bien justement, la note de tourbe se retrouve bien dans ce rhum, et c'est en ça qu'il est magique !
Une parfaite harmonie entre le rhum et la tourbe.",https://vandb.fr/plantation-fiji-2009-kilchoman-finish-select-cask-v-and-b-49-6-.html
"PLANTATION LONG POND 1996 SELECT CASK V AND B 49,1%",AMBRÉ,RUM - TRADITION ANGLAISE,49.1,LONG POND,JAMAÏQUE,119.0,8,0,8,2,0,2,6,Ambré,"Banane, Ananas,Mangue, Noix De Coco, Vanille, Aneth, Épices Douces","Intense, Long, Sec, Fruits Exotiques, Vanille, Amande, Boisé, Bonbon A La Violette",24,"Alexandre Gabriel nous a toujours habitué avec ces séries Single Cask à découvrir de majestueux rhums tout droit sortis du chai. Une fois encore, le pari est réussi.
Ce Long Pond nous offre un jus incroyable, grâce à une fermentation longue d'une semaine, d'une distillation dans le fameux alambic John Dore double retors et d'une triple maturation unique.
Le liquide fraîchement sorti de l'alambic profite alors d'une première maturation en Jamaïque, longue de 21 ans et demi en ex-fût de bourbon, puis 2 ans en fûts de Cognac dans les chais de Plantation en France. Enfin, pour encore plus de complexité, ajoutons une touche finale de 6 mois en ex-rye cask de chez NewYork Distilling.
Le tout est doucement réduit pour maximiser le plaisir.
Ce serai un crime de ne pas avoir cette bouteille dans sa cave à rhums !",https://vandb.fr/plantation-long-pond-1996-select-cask-v-and-b-49-1-.html
